A,B,C,D,E,F,G
35,42,62,67,76,78,49
5,27,36,40,46,64,4
7,38,66,67,71,88,43
15,27,30,34,75,80,70
17,20,22,40,52,62,14
6,20,31,33,63,74,75
34,42,58,60,82,83,72
16,29,39,49,59,64,18
5,13,31,42,43,73,60
8,33,42,44,48,89,43
12,26,27,46,65,77,15
21,23,32,35,36,72,4
3,10,18,25,50,68,66
10,17,50,65,75,86,57
1,28,29,68,84,85,27
21,23,33,46,61,76,10
3,8,10,31,77,79,61
6,7,33,53,64,90,38
36,52,69,71,78,84,1
21,25,47,62,79,87,37
13,40,41,56,82,87,74
6,9,37,67,83,88,26
16,34,50,58,80,90,33
14,17,38,58,60,81,79
1,20,24,27,46,60,18
7,41,56,61,68,84,89
2,5,28,36,69,81,29
45,50,65,67,78,79,43
15,23,51,52,77,90,19
15,33,34,43,49,75,9
10,32,46,61,70,75,73
1,4,8,47,74,87,26
7,14,15,17,57,66,8
18,20,22,76,82,84,89
9,31,39,44,72,81,67
1,34,46,51,60,75,23
3,20,57,62,79,84,61
12,24,53,66,74,83,86
8,10,39,60,77,84,23
9,11,29,41,67,70,69
20,25,51,59,77,88,37
12,26,34,42,48,63,33
5,13,56,65,78,82,74
1,13,17,29,54,63,60
6,20,25,45,56,60,48
19,33,35,42,49,83,9
15,18,47,70,74,89,62
11,28,38,49,66,77,2
6,8,10,11,16,61,26
9,25,48,61,73,82,16
15,26,35,39,53,59,11
22,56,60,62,79,87,61
6,19,26,27,52,65,32
24,50,53,59,80,85,32
6,22,31,37,38,51,35
28,52,57,71,81,87,7
31,39,51,84,86,89,45
10,11,43,54,61,83,87
12,14,41,51,69,90,15
3,11,38,59,67,74,31
28,32,52,74,79,80,15
1,16,22,54,73,76,62
9,12,13,30,48,86,72
12,24,40,42,70,84,76
25,34,38,69,83,86,4
1,6,23,52,58,65,84
8,51,52,60,83,88,78
15,17,47,53,64,80,30
10,12,27,39,78,84,71
6,12,18,22,25,82,42
37,42,47,49,53,63,16
9,18,39,63,64,85,74
7,13,49,71,80,88,62
4,5,55,77,80,81,3
4,11,32,51,66,81,26
6,21,41,72,73,80,52
24,32,44,60,64,76,25
6,32,35,43,53,69,82
3,34,37,55,82,90,61
4,16,35,57,69,88,87
1,11,21,50,67,75,52
20,25,51,59,84,90,10
4,24,62,66,76,84,27
16,49,59,67,71,82,78
32,34,39,52,59,61,11
26,32,42,46,78,82,7
13,22,36,64,80,84,37
7,10,22,23,41,77,49
27,35,47,57,85,89,68
19,41,43,48,73,81,1
21,39,71,76,89,90,78
9,27,47,58,62,71,72
29,42,45,58,67,86,59
15,37,46,52,64,89,7
12,27,54,68,73,76,89
17,42,52,71,74,90,87
4,12,33,52,85,87,35
3,4,31,52,66,84,24
5,8,73,84,87,88,82
25,44,45,52,68,81,10
1,47,66,67,78,90,83
26,33,43,49,61,76,78
21,30,35,36,83,89,73
27,30,35,39,49,69,56
29,33,67,75,83,86,40
1,13,37,53,62,63,27
1,2,11,56,57,75,46
2,6,53,54,68,89,21
5,35,38,75,82,86,12
19,32,33,57,65,75,29
6,31,63,74,75,85,86
19,37,54,65,67,70,75
13,16,20,21,25,65,69
10,42,48,67,83,84,4
35,41,47,74,77,85,40
3,16,22,39,49,71,33
14,20,24,36,40,81,17
6,32,48,53,54,87,63
14,22,36,53,59,66,11
6,27,34,55,62,87,51
26,35,47,66,67,80,11
29,43,61,62,77,79,85
8,21,25,54,84,85,51
3,27,34,62,81,88,35
34,36,47,64,73,78,25
5,10,31,53,56,61,21
2,21,37,39,41,64,63
1,5,6,39,41,70,10
15,19,33,35,62,68,40
8,24,32,34,65,86,23
15,24,32,52,68,71,75
2,19,25,59,84,88,61
6,16,40,61,64,82,19
12,22,27,37,52,87,35
17,22,54,69,82,88,9
3,4,18,29,64,90,52
9,41,46,47,53,77,3
4,9,24,64,74,76,40
17,36,48,55,63,70,28
14,15,34,55,59,81,46
23,49,52,65,67,76,61
22,29,57,72,85,89,49
16,19,24,37,63,85,38
2,16,20,26,31,33,64
11,14,39,63,73,75,29
33,38,41,43,46,57,53
17,19,40,43,72,84,48
16,47,55,57,70,85,19
8,21,24,25,27,75,34
15,16,34,74,85,87,65
14,16,32,35,41,50,1
2,14,42,52,75,79,53
5,33,47,61,64,70,29
1,33,41,78,83,84,72
20,21,24,43,76,89,83
3,5,11,14,38,79,29
4,11,15,26,58,68,16
19,21,30,59,61,89,25
1,2,5,27,39,49,31
6,44,63,64,72,82,12
19,54,55,71,80,84,81
11,20,50,62,70,85,59
1,7,56,70,88,90,83
15,23,45,70,81,82,16
41,55,72,78,83,87,77
35,44,57,58,87,88,22
7,44,48,51,64,83,90
20,35,45,47,72,78,59
1,21,34,44,49,90,37
15,21,28,75,81,86,38
36,61,75,81,82,89,14
1,27,33,36,43,86,42
4,38,42,57,64,75,84
28,57,61,69,78,83,86
16,21,26,64,66,78,50
7,14,42,43,56,57,64
2,5,8,65,74,77,86
1,31,39,60,62,84,26
3,7,12,20,48,55,26
10,19,20,39,85,87,46
22,36,60,64,71,80,47
11,18,40,58,81,87,62
12,30,36,44,54,60,40
2,5,34,56,72,73,11
1,3,5,41,62,76,21
24,48,50,62,63,87,12
12,23,49,53,67,83,13
13,18,26,37,46,48,42
1,12,67,75,81,90,76
4,9,10,76,78,87,66
9,19,21,50,61,82,71
10,22,39,55,81,89,43
16,26,30,52,57,83,61
23,45,54,61,69,75,52
16,36,54,55,63,69,85
14,15,39,47,53,76,67
28,37,52,57,64,66,43
6,10,19,71,72,89,52
20,25,30,45,75,79,15
31,51,55,66,73,78,88
10,11,35,42,52,89,84
12,40,42,66,73,80,30
28,34,42,68,71,88,7
2,16,42,67,75,87,89
10,16,20,57,65,89,5
10,19,32,49,53,66,16
5,33,44,46,66,76,81
12,22,27,43,60,72,8
10,23,27,39,70,82,65
2,14,17,21,22,26,78
15,43,48,54,55,76,79
10,39,45,65,74,86,60
39,52,69,70,74,82,40
25,60,62,76,82,87,8
49,55,57,64,70,77,85
19,26,30,47,69,81,90
14,47,48,58,60,69,26
15,17,24,41,70,87,71
11,37,39,52,68,90,12
4,7,25,74,82,87,3
3,18,34,37,40,47,55
14,18,38,41,74,78,58
5,23,35,54,56,62,53
3,6,12,13,19,67,39
22,34,53,59,62,88,36
9,17,27,29,59,67,34
7,21,28,45,59,90,74
3,6,41,44,48,73,84
3,12,25,33,59,85,77
9,12,14,61,79,90,26
8,16,41,52,64,74,81
12,27,38,43,65,67,71
9,11,17,20,33,75,32
18,31,62,64,72,77,69
15,36,49,62,75,82,39
14,26,47,63,78,80,37
17,19,28,34,38,82,40
26,51,52,54,70,88,65
19,32,54,59,68,86,45
7,8,47,56,79,90,9
40,46,51,61,65,76,71
15,61,66,67,76,79,68
35,45,50,51,82,87,30
49,51,53,56,58,81,12
10,28,40,57,58,78,60
1,5,22,24,41,43,38
38,39,46,58,66,83,55
15,18,28,49,51,77,65
19,22,31,38,87,89,46
28,36,42,70,74,78,32
8,12,47,64,83,88,41
12,21,57,68,86,88,82
7,56,66,72,73,90,78
40,47,59,64,79,89,66
9,31,33,37,79,86,12
11,61,64,76,82,87,15
22,25,46,52,54,65,51
14,29,34,62,65,89,63
3,26,33,44,48,49,57
11,20,51,63,68,88,28
42,45,56,75,79,90,88
14,16,21,24,62,78,1
5,7,11,67,70,85,20
3,9,13,25,42,81,24
27,33,40,52,76,86,62
15,33,45,60,72,85,44
27,44,46,50,54,69,36
1,3,4,60,70,73,57
6,9,54,70,78,79,22
8,39,40,57,69,81,28
3,5,16,54,58,68,82
20,47,56,64,66,67,24
5,31,36,68,75,90,52
10,17,41,45,69,78,2
8,23,48,56,59,78,6
3,22,38,70,77,81,32
32,37,52,53,66,83,87
27,32,33,52,73,84,63
1,6,7,10,14,56,16
3,25,26,29,48,79,56
11,31,43,70,74,80,65
12,18,39,46,56,63,3
27,29,30,42,48,73,11
13,18,19,27,50,69,68
3,31,45,48,71,76,75
21,29,43,53,66,89,4
16,19,24,36,39,81,25
14,61,69,79,81,85,32
3,22,31,42,73,88,60
8,43,61,62,70,86,80
17,20,41,42,49,81,48
31,35,48,64,65,89,58
1,13,21,25,61,63,69
15,31,38,47,55,82,62
5,8,32,43,59,85,89
3,11,18,30,51,85,7
11,20,48,52,70,74,49
5,15,17,31,32,40,41
6,11,12,28,59,79,4
29,48,49,54,75,87,43
7,32,58,60,66,69,25
4,12,13,55,73,86,79
1,10,26,28,29,62,52
32,45,56,74,87,89,25
14,19,22,66,80,90,47
29,38,54,58,72,86,81
2,19,22,41,77,89,90
10,29,50,59,79,80,11
9,10,26,53,68,72,60
11,24,34,39,68,86,85
4,12,24,61,73,75,56
31,63,64,68,69,71,13
15,30,62,63,67,74,13
4,31,52,73,76,84,27
16,45,51,58,60,71,8
1,20,44,56,59,69,25
22,39,51,78,83,84,59
23,38,43,46,60,75,79
6,20,27,31,32,36,88
31,39,41,53,67,83,15
26,33,53,61,73,82,23
12,20,26,41,70,78,83
13,14,56,58,79,82,41
7,20,25,51,65,87,58
1,15,16,23,24,52,83
11,19,37,41,62,77,4
15,36,39,50,57,76,89
6,25,42,59,78,89,33
4,45,59,77,78,79,56
1,9,12,14,58,84,10
28,33,49,55,59,76,47
3,9,42,50,56,88,90
2,6,11,62,70,71,17
7,15,17,18,26,53,59
17,20,26,41,45,89,59
6,11,28,43,56,83,50
19,21,38,45,51,69,1
6,9,24,49,78,79,45
20,40,44,53,66,72,73
18,34,41,43,46,55,82
7,21,44,53,59,64,57
8,28,44,57,85,88,80
26,30,32,36,44,61,57
22,39,45,53,74,86,15
7,9,32,35,40,48,62
13,18,23,29,58,88,44
46,58,59,82,88,90,45
21,33,69,73,81,84,51
23,27,39,41,52,64,61
2,38,47,50,55,79,87
28,42,62,64,79,80,18
38,58,65,66,72,88,34
42,45,48,56,68,83,82
22,25,55,58,82,85,62
17,36,62,67,70,87,68
13,18,26,53,54,70,45
3,14,35,63,73,80,62
9,25,35,59,76,81,85
7,52,57,65,83,85,84
10,11,21,54,73,82,66
2,23,35,46,47,63,60
20,22,24,25,48,79,42
12,13,19,37,64,70,80
15,35,45,69,82,84,76
19,28,48,52,82,89,11
1,13,24,26,29,77,60
18,22,55,58,62,89,51
33,46,53,58,73,85,80
15,25,31,39,82,88,74
5,24,51,76,77,79,8
14,26,31,40,58,68,76
16,37,48,68,84,90,11
9,16,19,26,28,46,71
6,9,29,41,50,90,13
2,13,22,37,49,90,8
9,10,36,67,76,83,72
2,5,7,12,23,42,9
18,22,31,54,71,80,52
2,11,15,39,84,87,52
11,12,44,57,77,89,76
22,23,24,59,63,81,44
5,10,47,59,66,73,53
27,29,58,64,67,80,54
8,44,54,58,59,86,73
12,29,43,56,60,75,10
7,8,10,45,49,53,20
24,27,38,40,56,81,66
30,59,72,74,77,78,9
25,32,44,56,77,87,28
13,31,32,57,60,79,90
20,27,40,60,61,66,11
23,35,44,49,66,84,2
5,16,33,48,57,87,79
6,29,56,72,82,83,76
17,41,44,57,73,86,24
5,10,34,48,56,87,23
16,26,48,61,63,87,81
35,44,62,74,82,90,68
26,36,56,68,73,81,62
9,19,68,70,71,81,39
7,36,38,63,73,90,78
28,30,39,46,68,89,5
10,13,21,36,66,69,73
5,7,20,38,57,85,23
4,7,9,19,55,58,83
8,17,29,32,65,90,81
10,21,40,46,79,84,35
5,22,60,71,74,81,88
3,15,23,33,46,78,54
33,36,61,66,83,85,20
11,38,44,48,56,83,28
4,18,20,68,72,77,21
7,25,30,44,47,68,53
26,54,55,73,86,90,3
36,45,56,79,81,90,52
37,38,43,69,79,86,72
10,11,18,36,47,85,48
4,17,52,59,67,84,88
8,13,27,34,47,83,6
8,26,39,56,78,85,49
10,41,59,61,65,71,8
18,28,31,33,55,78,81
6,34,45,46,59,73,35
7,31,33,78,86,87,72
12,32,43,46,58,77,18
31,40,52,55,62,76,17
10,19,48,78,85,90,22
19,25,42,51,55,56,24
3,32,39,65,75,76,51
6,20,43,44,46,67,85
17,21,23,51,65,87,53
4,24,29,31,39,71,19
6,9,21,69,77,78,90
6,33,57,61,80,83,53
13,33,39,56,65,86,52
3,28,37,42,67,86,1
14,17,23,45,87,88,46
16,24,34,40,41,57,13
15,21,58,80,82,86,49
26,48,52,61,75,79,82
19,35,36,38,45,80,17
6,28,55,57,78,83,67
18,21,28,62,84,90,41
6,11,21,65,66,85,23
20,24,26,33,42,80,29
18,46,63,68,73,79,28
17,22,45,48,53,61,26
4,11,16,25,34,59,75
8,17,30,61,78,88,56
8,30,38,51,62,66,14
19,25,31,78,83,88,18
8,54,59,66,86,89,15
8,30,34,39,42,58,80
12,17,32,47,74,86,8
22,27,29,49,69,87,73
22,42,47,62,70,72,90
1,21,63,70,79,84,25
33,41,44,48,68,75,56
2,20,21,40,45,65,15
4,26,34,66,67,81,88
13,18,25,26,35,61,60
2,26,34,58,80,81,23
34,53,77,78,83,89,87
2,27,36,39,53,79,72
3,7,17,26,55,72,41
17,25,32,42,71,85,60
4,17,34,41,66,78,30
1,4,50,70,71,76,84
20,30,45,50,76,86,3
4,14,31,68,70,74,73
6,7,9,14,17,35,27
3,18,19,65,81,88,70
2,4,12,40,50,80,13
7,28,44,55,57,78,14
13,30,38,48,50,77,29
13,18,19,49,78,87,45
24,30,36,42,71,86,32
41,50,54,60,75,88,62
10,14,15,34,75,88,1
11,24,46,48,68,82,5
9,17,20,32,35,56,24
8,9,42,71,78,79,62
9,32,40,49,52,60,5
10,26,50,55,62,81,27
1,32,36,61,78,80,79
1,37,69,74,77,89,28
17,25,41,45,57,82,22
2,17,21,49,69,74,79
2,4,14,31,43,61,11
8,11,17,27,62,84,41
23,32,33,55,84,90,2
32,41,45,47,78,90,59
35,36,63,71,75,89,15
7,9,16,24,32,40,17
4,6,61,63,65,72,9
18,34,58,60,64,88,5
1,6,32,50,51,81,4
9,14,33,38,46,87,2
13,15,48,50,74,83,84
4,16,40,57,71,84,62
6,25,26,52,86,88,61
30,41,47,71,79,86,83
17,21,29,33,43,62,85
2,19,22,46,51,54,83
8,31,33,38,66,77,3
19,22,31,41,54,87,38
19,56,73,84,85,86,2
27,29,39,54,59,74,79
25,28,44,52,87,89,10
13,25,33,53,75,83,38
52,54,70,80,82,84,66
12,36,45,67,77,88,11
20,23,28,51,65,81,87
31,39,55,58,85,87,86
38,46,53,65,77,84,80
1,28,34,42,49,77,65
21,54,62,63,82,83,37
1,19,20,56,60,83,63
18,20,46,47,55,66,75
5,30,36,63,84,85,37
11,44,56,81,83,87,9
7,22,46,50,55,73,14
18,22,23,57,60,69,14
6,8,24,28,36,63,79
5,38,48,52,81,88,65
15,20,57,72,76,89,30
15,26,29,77,81,90,37
1,17,39,41,56,65,18
7,20,40,56,60,90,76
10,38,61,62,74,86,69
20,26,36,50,51,74,83
3,9,28,42,50,79,87
5,8,17,41,46,87,30
11,17,48,52,70,90,29
13,18,35,43,51,66,72
2,12,32,57,61,81,54
4,5,8,14,32,49,18
24,45,50,60,63,87,71
2,6,15,39,80,83,47
13,24,51,68,77,81,76
19,38,40,56,65,80,35
7,21,31,39,46,69,77
10,24,36,63,77,89,81
11,26,46,56,58,78,60
17,27,45,53,71,74,21
2,30,49,66,74,80,33
2,10,27,34,38,40,72
12,26,30,51,57,89,54
29,32,33,49,54,85,16
2,14,58,74,80,82,86
14,33,52,67,71,81,80
19,22,28,48,49,85,78
15,20,25,30,45,55,73
8,16,29,49,56,62,44
6,8,68,77,80,86,27
8,27,32,51,52,89,49
9,16,18,22,65,71,84
29,37,52,67,80,82,68
2,4,17,19,38,56,80
1,12,65,67,76,86,89
18,41,51,56,72,76,68
17,31,32,43,59,71,2
14,24,26,57,67,89,28
28,43,67,68,72,79,18
29,55,65,71,73,77,5
17,28,63,78,84,88,34
2,24,65,75,81,88,6
12,23,28,32,42,85,31
38,42,45,59,66,87,5
2,5,12,33,54,59,18
34,50,55,72,79,89,1
1,2,6,42,67,83,80
8,12,23,58,86,89,62
14,30,61,86,88,90,89
1,15,30,50,54,62,71
10,11,15,33,79,83,27
38,49,51,59,77,90,35
10,11,24,30,48,63,7
22,38,47,51,61,85,87
14,29,58,72,75,85,71
7,20,25,32,75,90,12
3,32,34,36,82,87,12
25,26,49,54,55,66,16
10,25,52,54,59,84,42
11,19,56,72,73,75,90
1,10,19,44,68,74,56
15,39,54,62,71,74,60
9,11,20,35,66,68,90
14,16,45,47,48,86,23
1,32,34,58,64,86,52
3,5,12,17,44,51,18
8,18,33,41,62,71,1
8,10,18,64,85,87,3
3,54,56,57,75,90,1
24,29,45,63,65,70,8
9,14,61,76,80,83,44
27,30,34,40,52,68,50
25,31,33,42,58,86,3
18,19,29,47,59,68,21
24,25,45,51,52,63,19
4,30,31,45,49,85,11
17,18,25,43,66,87,1
11,14,44,54,85,87,35
5,23,44,59,60,83,50
30,31,32,34,50,51,75
8,9,22,43,50,56,20
22,26,43,50,59,65,20
1,4,32,59,70,86,89
12,34,44,45,53,68,81
1,41,59,63,81,85,74
38,56,61,67,72,82,87
26,37,43,67,75,78,10
4,10,28,29,48,52,3
19,27,35,56,60,89,47
1,30,42,61,76,88,71
4,13,15,18,72,76,69
29,37,38,61,63,85,59
15,22,26,45,48,82,64
34,54,57,84,89,90,44
25,37,40,61,65,77,23
23,34,58,61,71,77,53
12,27,34,76,77,85,78
31,65,78,85,89,90,34
2,25,43,72,87,89,74
9,12,18,63,64,73,88
8,39,59,65,82,83,41
10,29,35,44,49,65,50
4,28,48,67,68,84,2
16,28,40,43,57,61,8
1,32,37,54,66,81,90
6,9,17,47,66,86,21
4,18,43,60,69,85,87
4,29,35,46,82,85,13
7,30,34,61,84,88,25
6,12,47,51,60,79,54
9,13,16,49,64,65,58
9,22,48,66,68,83,62
14,18,30,48,53,86,71
2,4,10,59,68,88,58
45,46,48,52,77,78,21
4,11,34,49,55,83,85
3,16,22,31,45,56,37
36,41,55,81,83,85,51
11,40,41,44,67,70,68
18,19,57,74,80,82,29
47,49,67,80,84,85,21
2,12,26,52,59,80,16
18,25,37,47,62,87,74
11,12,17,53,71,76,90
4,34,39,60,61,77,85
4,7,36,72,78,81,20
24,44,48,61,73,87,88
2,43,65,66,67,90,44
1,6,45,48,64,78,33
4,40,54,65,83,85,73
3,12,23,71,76,83,56
1,7,13,17,40,49,80
3,14,18,25,47,75,72
21,35,56,66,68,79,15
21,22,26,35,47,85,18
31,32,60,75,81,84,62
26,41,50,55,69,86,47
9,12,20,22,75,90,77
9,18,25,31,78,81,33
2,20,23,41,44,59,29
28,29,37,43,51,78,90
8,21,44,77,80,86,62
53,68,75,79,82,84,42
41,42,44,47,68,69,80
5,24,35,49,62,77,90
11,20,31,56,63,72,28
2,10,15,26,68,71,64
24,51,56,64,65,73,34
54,65,66,68,70,85,52
6,39,52,65,68,86,30
17,21,35,48,60,76,23
9,30,31,53,67,86,42
7,15,31,39,41,45,50
10,11,29,47,58,73,43
14,23,24,44,77,86,74
1,19,21,32,48,86,3
13,25,30,57,58,64,14
31,33,38,58,76,85,25
12,14,18,22,28,33,66
9,12,27,32,45,77,3
1,7,21,27,39,78,40
2,8,62,79,81,88,32
1,9,22,25,58,84,12
14,16,30,34,52,73,28
12,17,24,45,67,84,32
16,44,49,57,60,81,51
32,51,74,79,80,81,64
6,55,63,68,76,80,37
63,67,74,77,83,85,21
43,48,49,51,60,75,29
9,13,15,51,73,74,7
14,15,16,43,49,77,8
11,27,56,57,64,66,33
13,18,34,51,62,81,20
2,21,38,74,79,83,88
18,25,35,38,45,75,20
6,9,11,32,63,83,42
9,14,19,35,48,65,2
13,17,26,33,60,78,69
7,13,24,36,37,86,33
4,22,36,60,66,90,11
9,11,21,37,86,90,17
11,17,40,69,84,85,82
19,22,44,45,71,76,3
34,37,52,58,65,89,86
2,11,26,51,64,87,37
8,19,28,33,71,89,17
4,17,39,40,50,58,15
3,6,46,48,63,76,66
16,21,53,74,79,80,27
16,21,31,62,69,85,12
14,41,60,74,79,80,18
32,35,58,63,76,79,14
25,39,48,74,86,89,67
3,50,60,64,85,86,58
3,6,20,54,72,90,71
5,16,40,70,74,76,85
8,46,68,70,76,86,39
3,16,29,34,37,57,62
15,16,21,24,53,89,31
4,6,27,76,80,86,48
5,57,59,69,81,86,77
16,24,56,69,85,87,51
6,20,35,36,55,59,52
18,29,52,74,76,88,31
3,14,52,67,72,82,61
1,4,9,10,36,79,56
8,17,28,35,74,82,13
8,27,54,62,82,83,17
8,14,25,41,79,84,85
28,43,59,60,78,80,2
15,20,33,39,65,75,7
57,60,73,77,82,86,72
3,25,63,70,75,78,65
19,37,45,51,82,83,58
4,15,21,22,44,77,54
29,38,75,79,80,90,67
1,19,47,61,70,87,37
6,37,46,53,73,78,69
10,18,23,34,61,75,35
10,33,40,42,46,77,63
16,34,57,64,65,78,49
21,26,35,59,66,70,69
7,15,27,37,56,58,32
2,22,36,77,83,90,47
7,12,26,46,56,70,13
11,28,32,48,54,59,73
19,54,56,57,67,69,21
41,50,69,71,77,81,26
6,24,28,32,78,83,13
45,48,71,75,80,83,40
38,46,54,76,82,86,17
9,18,24,42,59,71,69
2,18,20,23,30,75,26
9,14,62,64,78,82,24
16,19,38,40,58,79,26
15,20,45,59,81,85,72
21,37,58,75,81,85,12
36,37,46,48,51,74,54
6,8,32,54,80,82,75
6,12,38,42,49,83,53
2,11,26,62,74,78,88
27,37,44,47,73,86,68
17,34,42,47,75,85,49
22,32,45,60,61,80,67
6,22,26,33,51,88,68
4,29,30,47,52,59,79
5,15,52,60,77,84,28
5,11,58,75,78,81,79
1,8,28,54,82,90,5
20,25,39,49,69,71,2
14,19,50,69,75,90,67
17,24,33,41,63,66,83
3,5,24,41,48,80,71
6,17,32,40,44,67,21
34,44,46,47,64,88,72
22,28,46,52,69,86,68
18,29,34,47,48,60,25
34,46,50,52,67,86,58
40,45,54,72,85,88,50
28,29,36,54,55,68,8
21,23,54,73,84,88,33
5,29,32,33,72,89,70
2,49,57,60,71,77,40
7,12,66,68,73,76,59
11,29,64,68,70,85,48
29,39,49,56,83,85,11
7,10,25,26,37,68,41
18,25,29,30,33,69,38
22,35,36,55,63,86,47
38,45,46,55,65,73,53
13,16,27,48,67,77,8
8,46,48,69,72,81,66
13,18,19,46,58,60,57
6,15,39,68,80,89,60
7,12,21,22,39,90,71
6,21,38,48,79,90,35
14,33,48,61,65,80,46
14,17,35,37,55,83,43
4,26,52,65,66,72,1
9,16,19,35,41,59,68
2,13,50,75,85,90,44
10,17,30,55,62,78,76
16,17,58,66,71,72,12
21,22,31,32,33,81,48
6,45,47,61,74,80,32
14,38,43,57,65,72,30
7,11,17,28,32,79,80
19,24,35,69,80,89,62
11,31,46,48,65,68,28
6,7,8,38,45,78,26
2,6,34,69,77,86,15
8,12,41,42,46,51,67
16,31,33,51,75,80,21
1,11,40,45,46,57,60
2,12,16,26,51,73,46
3,16,24,27,44,88,80
32,40,41,47,56,72,58
14,38,40,51,53,64,71
16,20,22,42,54,62,52
27,28,48,61,87,88,86
5,17,19,33,43,63,15
4,12,25,27,35,69,67
10,34,45,63,81,83,41
14,15,65,68,82,85,42
21,24,48,51,60,82,88
2,30,44,52,58,69,76
25,33,39,59,72,74,22
3,7,53,65,66,73,11
24,55,71,73,85,90,2
22,39,43,65,77,89,18
12,25,50,59,67,88,24
35,39,48,71,88,89,10
10,28,33,43,50,80,34
6,17,23,46,52,53,85
1,19,26,44,61,89,84
5,19,28,43,58,82,1
15,18,24,33,48,64,58
8,69,70,84,88,90,53
3,25,28,37,71,82,75
2,10,41,49,56,71,36
9,29,51,53,74,76,28
29,43,46,50,85,86,39
27,48,50,74,76,84,19
2,5,24,32,47,62,17
15,38,48,52,66,71,39
5,24,68,72,78,85,32
22,39,47,49,77,89,80
20,45,51,63,85,89,2
1,8,19,28,34,87,43
4,8,16,35,36,74,31
24,25,30,43,47,90,77
7,31,35,57,88,89,87
3,11,38,53,70,71,27
5,17,34,40,78,82,60
5,17,37,40,55,79,31
17,25,52,55,67,75,90
9,40,45,70,76,81,39
10,44,48,62,68,83,61
48,56,66,83,86,89,6
9,23,57,72,77,82,64
2,19,62,74,81,83,56
12,36,45,46,67,75,66
22,50,52,65,66,89,57
11,15,42,64,82,84,5
19,33,42,65,78,85,74
2,13,17,31,45,69,87
7,35,52,85,88,90,72
9,20,33,43,44,48,8
20,23,29,37,39,72,44
2,24,42,62,66,81,36
10,16,35,63,73,83,20
11,15,32,35,52,56,5
1,6,7,9,45,79,80
30,45,47,49,71,90,29
7,27,55,63,73,77,33
3,20,47,55,81,83,28
27,35,46,68,72,82,81
8,28,34,38,47,54,7
1,10,31,44,58,80,70
12,23,39,54,72,73,53
5,17,20,44,62,80,48
11,43,68,72,79,85,71
31,41,44,67,75,82,39
44,52,64,66,67,71,83
2,25,41,42,74,87,13
6,10,26,47,60,75,78
9,19,31,39,77,82,22
6,14,19,59,79,81,65
17,18,41,57,58,75,83
41,62,77,79,81,84,60
29,49,50,56,64,78,89
3,10,38,52,65,71,1
16,33,34,74,79,80,64
40,51,55,56,74,81,35
12,13,19,37,62,72,40
1,27,31,58,83,87,86
20,27,32,55,69,90,60
19,28,42,49,68,83,20
9,57,64,66,69,86,2
45,56,66,74,77,88,47
6,10,11,21,71,75,26
33,39,47,64,67,76,31
13,32,41,51,61,86,42
1,12,31,33,44,50,48
5,37,51,65,79,81,30
2,9,15,22,47,65,86
1,7,25,40,68,75,84
6,11,37,42,58,62,26
4,17,29,55,67,70,72
2,6,37,39,51,86,7
28,36,55,76,81,89,16
9,13,23,32,45,54,80
28,33,38,41,66,72,31
11,19,27,41,61,83,3
3,51,55,64,77,79,34
27,41,50,60,63,81,90
3,13,18,24,74,89,34
2,9,14,19,27,77,75
30,35,44,60,72,76,23
11,38,47,71,76,77,43
22,36,38,56,59,67,52
7,29,37,43,72,79,30
21,34,53,72,80,84,73
10,19,47,67,68,75,40
23,32,49,53,61,85,87
5,6,41,44,65,74,61
23,39,53,56,64,84,22
11,18,21,23,55,66,26
31,32,46,54,73,90,47
14,57,73,79,82,84,83
21,43,45,57,67,83,37
2,10,12,21,22,50,3
7,14,27,66,70,81,76
2,16,30,39,51,79,57
14,23,32,34,40,80,73
42,44,54,68,69,81,70
1,26,39,43,73,89,55
16,28,29,55,63,69,46
1,4,19,23,55,68,28
18,25,47,51,70,83,2
2,23,34,52,76,87,58
7,25,32,39,59,86,27
59,61,63,65,71,84,12
16,23,29,49,57,76,30
3,26,34,61,84,87,67
2,24,31,42,47,55,40
15,18,56,67,72,74,6
12,16,29,45,82,85,89
17,24,57,64,70,89,76
21,37,46,56,65,77,76
34,54,77,80,81,87,18
3,7,18,47,64,82,84
15,30,72,79,86,90,70
27,28,33,75,77,78,20
10,36,49,53,77,85,35
20,23,39,50,62,68,27
14,36,39,46,55,59,64
8,13,25,50,65,72,54
16,23,50,73,80,88,89
4,14,27,38,89,90,57
6,30,49,56,64,81,42
10,21,24,26,29,89,60
3,12,35,51,59,80,34
38,40,43,59,67,72,22
23,35,40,79,86,87,13
8,36,39,40,48,50,68
4,16,24,42,51,84,14
11,15,20,27,45,59,7
9,15,20,46,50,84,3
7,15,22,31,46,50,61
6,12,34,36,40,66,82
3,5,38,53,54,82,9
3,9,43,48,61,83,7
15,24,28,34,56,73,51
30,38,63,68,77,80,45
6,12,15,30,31,89,37
6,22,27,36,62,76,28
7,16,33,54,80,84,18
6,31,37,47,71,78,8
10,30,44,45,47,49,15
7,37,52,73,87,88,44
6,17,32,38,47,90,75
7,9,12,21,30,41,44
5,23,36,42,47,79,56
39,61,68,69,70,86,73
11,49,58,71,76,89,20
4,14,16,51,64,88,65
12,19,36,42,77,87,47
36,43,44,49,78,82,18
24,37,46,49,62,71,53
1,35,52,56,64,70,79
46,52,55,68,76,89,11
3,8,28,45,55,58,1
